car,time [us],time [s],NIS
2, 5066666, 5.06667, 2.36208
2, 5100000, 5.1, 7.03162
2, 5133333, 5.13333, 1.948
2, 5166666, 5.16667, 0.616727
2, 5200000, 5.2, 4.17032
2, 5233333, 5.23333, 4.16503
2, 5266666, 5.26667, 7.05642
2, 5300000, 5.3, 3.23084
2, 5333333, 5.33333, 1.74477
2, 5366666, 5.36667, 2.55119
2, 5400000, 5.4, 1.124
2, 5433333, 5.43333, 6.19784
2, 5466666, 5.46667, 3.42125
2, 5500000, 5.5, 1.32202
2, 5533333, 5.53333, 0.749804
2, 5566666, 5.56667, 0.896344
2, 5600000, 5.6, 0.986286
2, 5633333, 5.63333, 1.66153
2, 5666666, 5.66667, 2.38539
2, 5700000, 5.7, 7.46847
2, 5733333, 5.73333, 2.10737
2, 5766666, 5.76667, 1.0815
2, 5800000, 5.8, 1.26458
2, 5833333, 5.83333, 2.91831
2, 5866666, 5.86667, 3.96375
2, 5900000, 5.9, 1.15819
2, 5933333, 5.93333, 2.8099
2, 5966666, 5.96667, 4.00328
2, 6000000, 6, 1.16696
2, 6033333, 6.03333, 0.572475
2, 6066666, 6.06667, 2.99909
2, 6100000, 6.1, 4.9253
2, 6133333, 6.13333, 1.45998
2, 6166666, 6.16667, 0.473612
2, 6200000, 6.2, 3.54599
2, 6233333, 6.23333, 4.99413
2, 6266666, 6.26667, 3.62451
2, 6300000, 6.3, 2.4352
2, 6333333, 6.33333, 6.19521
2, 6366666, 6.36667, 4.57251
2, 6400000, 6.4, 8.69097
2, 6433333, 6.43333, 3.95647
2, 6466666, 6.46667, 0.00729618
2, 6500000, 6.5, 6.53011
2, 6533333, 6.53333, 0.790126
2, 6566666, 6.56667, 6.23035
2, 6600000, 6.6, 3.36832
2, 6633333, 6.63333, 0.816553
2, 6666666, 6.66667, 5.18181
2, 6700000, 6.7, 0.394615
2, 6733333, 6.73333, 11.1583
2, 6766666, 6.76667, 1.84624
2, 6800000, 6.8, 4.78353
2, 6833333, 6.83333, 2.92812
2, 6866666, 6.86667, 1.25322
2, 6900000, 6.9, 0.987564
2, 6933333, 6.93333, 4.93548
2, 6966666, 6.96667, 0.0786874
2, 7000000, 7, 5.81773
2, 7033333, 7.03333, 1.20314
2, 7066666, 7.06667, 0.829414
2, 7100000, 7.1, 3.09255
2, 7133333, 7.13333, 2.48684
2, 7166666, 7.16667, 2.19131
2, 7200000, 7.2, 3.5834
2, 7233333, 7.23333, 0.728839
2, 7266666, 7.26667, 0.839332
2, 7300000, 7.3, 1.19076
2, 7333333, 7.33333, 0.56517
2, 7366666, 7.36667, 1.41761
2, 7400000, 7.4, 0.425918
2, 7433333, 7.43333, 1.90935
2, 7466666, 7.46667, 1.42064
2, 7500000, 7.5, 2.20817
2, 7533333, 7.53333, 3.73843
2, 7566666, 7.56667, 0.980306
2, 7600000, 7.6, 4.37868
2, 7633333, 7.63333, 2.68346
2, 7666666, 7.66667, 3.50214
2, 7700000, 7.7, 3.32362
2, 7733333, 7.73333, 1.11299
2, 7766666, 7.76667, 2.75466
2, 7800000, 7.8, 1.3325
2, 7833333, 7.83333, 3.08126
2, 7866666, 7.86667, 4.99582
2, 7900000, 7.9, 1.83395
2, 7933333, 7.93333, 2.30106
2, 7966666, 7.96667, 4.38484
2, 8000000, 8, 4.9926
2, 8033333, 8.03333, 1.64792
2, 8066666, 8.06667, 1.51495
2, 8100000, 8.1, 4.3921
2, 8133333, 8.13333, 2.03396
2, 8166666, 8.16667, 5.79931
2, 8200000, 8.2, 1.71767
2, 8233333, 8.23333, 6.67527
2, 8266666, 8.26667, 1.55778
2, 8300000, 8.3, 7.01739
2, 8333333, 8.33333, 0.822694
2, 8366666, 8.36667, 0.260679
2, 8400000, 8.4, 0.49882
2, 8433333, 8.43333, 7.86069
2, 8466666, 8.46667, 3.05756
2, 8500000, 8.5, 0.119539
2, 8533333, 8.53333, 1.0886
2, 8566666, 8.56667, 7.64286
2, 8600000, 8.6, 0.999635
2, 8633333, 8.63333, 2.40514
2, 8666666, 8.66667, 4.15701
2, 8700000, 8.7, 0.269728
2, 8733333, 8.73333, 4.67717
2, 8766666, 8.76667, 0.0455727
2, 8800000, 8.8, 1.35458
2, 8833333, 8.83333, 1.7558
2, 8866666, 8.86667, 1.6626
2, 8900000, 8.9, 2.92889
2, 8933333, 8.93333, 1.15022
2, 8966666, 8.96667, 1.98054
2, 9000000, 9, 2.4423
2, 9033333, 9.03333, 8.57091
2, 9066666, 9.06667, 0.593172
2, 9100000, 9.1, 2.58498
2, 9133333, 9.13333, 1.03916
2, 9166666, 9.16667, 0.439468
2, 9200000, 9.2, 1.92214
2, 9233333, 9.23333, 3.50048
2, 9266666, 9.26667, 1.17214
2, 9300000, 9.3, 4.42908
2, 9333333, 9.33333, 3.4434
2, 9366666, 9.36667, 0.162309
2, 9400000, 9.4, 1.13051
2, 9433333, 9.43333, 1.80048
2, 9466666, 9.46667, 3.02409
2, 9500000, 9.5, 0.608746
2, 9533333, 9.53333, 2.46614
2, 9566666, 9.56667, 1.10064
2, 9600000, 9.6, 3.99737
2, 9633333, 9.63333, 0.404031
2, 9666666, 9.66667, 3.37987
2, 9700000, 9.7, 2.31031
2, 9733333, 9.73333, 1.68145
2, 9766666, 9.76667, 2.19708
2, 9800000, 9.8, 0.344952
2, 9833333, 9.83333, 1.33879
2, 9866666, 9.86667, 0.425497
2, 9900000, 9.9, 1.05451
2, 9933333, 9.93333, 8.5645
2, 9966666, 9.96667, 2.59575
