car,time [us],time [s],NIS
0, 8700000, 8.7, 1.84886
0, 8733333, 8.73333, 1.17564
0, 8766666, 8.76667, 5.26311
0, 8800000, 8.8, 2.22932
0, 8833333, 8.83333, 2.2695
0, 8866666, 8.86667, 1.54486
0, 8900000, 8.9, 6.48526
0, 8933333, 8.93333, 1.93597
0, 8966666, 8.96667, 6.10104
0, 9000000, 9, 2.31259
0, 9033333, 9.03333, 1.59825
0, 9066666, 9.06667, 0.244339
0, 9100000, 9.1, 0.573718
0, 9133333, 9.13333, 0.197319
0, 9166666, 9.16667, 2.78258
0, 9200000, 9.2, 6.51269
0, 9233333, 9.23333, 1.45926
0, 9266666, 9.26667, 0.614383
0, 9300000, 9.3, 0.107204
0, 9333333, 9.33333, 3.51284
0, 9366666, 9.36667, 0.415702
0, 9400000, 9.4, 1.55564
0, 9433333, 9.43333, 1.313
0, 9466666, 9.46667, 0.273175
0, 9500000, 9.5, 1.3642
0, 9533333, 9.53333, 4.07451
0, 9566666, 9.56667, 0.584264
0, 9600000, 9.6, 0.0136995
0, 9633333, 9.63333, 0.697656
0, 9666666, 9.66667, 0.721702
0, 9700000, 9.7, 0.643605
0, 9733333, 9.73333, 0.665521
0, 9766666, 9.76667, 2.37337
0, 9800000, 9.8, 0.775682
0, 9833333, 9.83333, 0.177034
0, 9866666, 9.86667, 4.39054
0, 9900000, 9.9, 0.0509166
0, 9933333, 9.93333, 2.22725
0, 9966666, 9.96667, 0.615191
1, 33333, 0.033333, 0.230004
1, 66666, 0.066666, 1.23285
1, 100000, 0.1, 0.617699
1, 133333, 0.133333, 0.0999191
1, 166666, 0.166666, 2.56481
1, 200000, 0.2, 1.74246
1, 233333, 0.233333, 1.392
1, 266666, 0.266666, 0.666564
1, 300000, 0.3, 2.30759
1, 333333, 0.333333, 0.368885
1, 366666, 0.366666, 5.2527
1, 400000, 0.4, 3.01957
1, 433333, 0.433333, 0.0305342
1, 466666, 0.466666, 0.971875
1, 500000, 0.5, 0.272312
1, 533333, 0.533333, 3.20224
1, 566666, 0.566666, 2.66797
1, 600000, 0.6, 0.0681779
1, 633333, 0.633333, 6.0026
1, 666666, 0.666666, 1.52358
1, 700000, 0.7, 0.91698
1, 733333, 0.733333, 1.71198
1, 766666, 0.766666, 0.795363
1, 800000, 0.8, 1.60947
1, 833333, 0.833333, 0.434849
1, 866666, 0.866666, 1.38726
1, 900000, 0.9, 0.507481
1, 933333, 0.933333, 7.42211
1, 966666, 0.966666, 1.39501
1, 1000000, 1, 2.39983
1, 1033333, 1.03333, 1.1211
1, 1066666, 1.06667, 1.51939
1, 1100000, 1.1, 0.0331482
1, 1133333, 1.13333, 2.38086
1, 1166666, 1.16667, 1.10444
1, 1200000, 1.2, 0.147575
1, 1233333, 1.23333, 0.532027
1, 1266666, 1.26667, 0.0818192
1, 1300000, 1.3, 0.0178156
1, 1333333, 1.33333, 1.59737
1, 1366666, 1.36667, 2.351
1, 1400000, 1.4, 1.97
1, 1433333, 1.43333, 0.320409
1, 1466666, 1.46667, 3.64395
1, 1500000, 1.5, 0.290582
1, 1533333, 1.53333, 3.57234
1, 1566666, 1.56667, 3.25059
1, 1600000, 1.6, 1.3052
1, 1633333, 1.63333, 0.781445
1, 1666666, 1.66667, 3.73354
1, 1700000, 1.7, 5.09546
1, 1733333, 1.73333, 1.16866
1, 1766666, 1.76667, 0.705651
1, 1800000, 1.8, 1.08256
1, 1833333, 1.83333, 3.29605
1, 1866666, 1.86667, 0.57415
1, 1900000, 1.9, 4.69912
1, 1933333, 1.93333, 3.70715
1, 1966666, 1.96667, 6.33587
1, 2000000, 2, 1.70835
1, 2033333, 2.03333, 2.53958
1, 2066666, 2.06667, 0.137861
1, 2100000, 2.1, 0.713469
1, 2133333, 2.13333, 0.893873
1, 2166666, 2.16667, 4.08139
1, 2200000, 2.2, 1.86109
1, 2233333, 2.23333, 1.65859
1, 2266666, 2.26667, 9.8356
1, 2300000, 2.3, 0.292642
1, 2333333, 2.33333, 11.2779
1, 2366666, 2.36667, 3.52011
1, 2400000, 2.4, 3.54071
1, 2433333, 2.43333, 4.6375
1, 2466666, 2.46667, 1.52458
1, 2500000, 2.5, 0.368235
1, 2533333, 2.53333, 1.14478
1, 2566666, 2.56667, 2.12395
1, 2600000, 2.6, 4.18831
1, 2633333, 2.63333, 10.7855
1, 2666666, 2.66667, 0.179033
1, 2700000, 2.7, 1.07323
1, 2733333, 2.73333, 2.38333
1, 2766666, 2.76667, 1.7952
1, 2800000, 2.8, 1.61563
1, 2833333, 2.83333, 0.510464
1, 2866666, 2.86667, 5.26025
1, 2900000, 2.9, 2.33833
1, 2933333, 2.93333, 4.3325
1, 2966666, 2.96667, 1.91502
1, 3000000, 3, 5.0006
1, 3033333, 3.03333, 0.289896
1, 3066666, 3.06667, 2.82119
1, 3100000, 3.1, 0.367018
1, 3133333, 3.13333, 1.3266
1, 3166666, 3.16667, 1.22694
1, 3200000, 3.2, 1.05523
1, 3233333, 3.23333, 0.559797
1, 3266666, 3.26667, 2.10278
1, 3300000, 3.3, 0.839863
1, 3333333, 3.33333, 2.62844
1, 3366666, 3.36667, 1.34461
1, 3400000, 3.4, 6.36827
1, 3433333, 3.43333, 0.464301
1, 3466666, 3.46667, 2.53495
1, 3500000, 3.5, 2.85794
1, 3533333, 3.53333, 0.0271737
1, 3566666, 3.56667, 0.237541
1, 3600000, 3.6, 0.981433
1, 3633333, 3.63333, 0.756691
1, 3666666, 3.66667, 0.684434
1, 3700000, 3.7, 1.70624
1, 3733333, 3.73333, 1.80294
1, 3766666, 3.76667, 0.691723
1, 3800000, 3.8, 3.32597
1, 3833333, 3.83333, 2.40898
1, 3866666, 3.86667, 5.07447
1, 3900000, 3.9, 2.9592
1, 3933333, 3.93333, 4.10923
1, 3966666, 3.96667, 0.713252
1, 4000000, 4, 3.61308
1, 4033333, 4.03333, 2.13379
1, 4066666, 4.06667, 0.895953
1, 4100000, 4.1, 0.418316
1, 4133333, 4.13333, 2.02184
1, 4166666, 4.16667, 0.563996
1, 4200000, 4.2, 0.647966
1, 4233333, 4.23333, 2.83297
1, 4266666, 4.26667, 3.50489
1, 4300000, 4.3, 1.22827
1, 4333333, 4.33333, 1.7564
1, 4366666, 4.36667, 0.77012
1, 4400000, 4.4, 1.56719
1, 4433333, 4.43333, 0.330499
1, 4466666, 4.46667, 7.14806
1, 4500000, 4.5, 0.205909
1, 4533333, 4.53333, 2.87095
1, 4566666, 4.56667, 2.21401
1, 4600000, 4.6, 1.57913
1, 4633333, 4.63333, 1.82369
1, 4666666, 4.66667, 0.556481
1, 4700000, 4.7, 2.98728
1, 4733333, 4.73333, 1.13652
1, 4766666, 4.76667, 5.06176
1, 4800000, 4.8, 2.02543
1, 4833333, 4.83333, 1.25084
1, 4866666, 4.86667, 3.1503
1, 4900000, 4.9, 3.72926
1, 4933333, 4.93333, 1.39582
1, 4966666, 4.96667, 0.534959
1, 5000000, 5, 1.69467
1, 5033333, 5.03333, 1.2993
1, 5066666, 5.06667, 2.32249
1, 5100000, 5.1, 1.86984
1, 5133333, 5.13333, 8.86103
1, 5166666, 5.16667, 0.914603
1, 5200000, 5.2, 0.694519
1, 5233333, 5.23333, 0.438439
1, 5266666, 5.26667, 1.73358
1, 5300000, 5.3, 0.450486
1, 5333333, 5.33333, 2.65042
1, 5366666, 5.36667, 0.255086
1, 5400000, 5.4, 0.703604
1, 5433333, 5.43333, 0.49228
1, 5466666, 5.46667, 0.897802
1, 5500000, 5.5, 1.28665
1, 5533333, 5.53333, 2.36052
1, 5566666, 5.56667, 0.373839
1, 5600000, 5.6, 0.379043
1, 5633333, 5.63333, 0.0422344
1, 5666666, 5.66667, 3.84901
1, 5700000, 5.7, 6.13083
1, 5733333, 5.73333, 2.37988
1, 5766666, 5.76667, 2.30279
1, 5800000, 5.8, 4.64904
1, 5833333, 5.83333, 4.13829
1, 5866666, 5.86667, 4.23147
1, 5900000, 5.9, 2.74802
1, 5933333, 5.93333, 4.60125
1, 5966666, 5.96667, 0.172724
1, 6000000, 6, 0.322469
1, 6033333, 6.03333, 0.671512
1, 6066666, 6.06667, 0.167027
1, 6100000, 6.1, 3.83869
1, 6133333, 6.13333, 7.06356
1, 6166666, 6.16667, 2.61349
1, 6200000, 6.2, 3.02047
1, 6233333, 6.23333, 2.24149
1, 6266666, 6.26667, 1.97944
1, 6300000, 6.3, 0.817784
1, 6333333, 6.33333, 0.270594
1, 6366666, 6.36667, 6.73431
1, 6400000, 6.4, 0.447701
1, 6433333, 6.43333, 0.393574
1, 6466666, 6.46667, 2.02781
1, 6500000, 6.5, 1.80387
1, 6533333, 6.53333, 0.26276
1, 6566666, 6.56667, 0.0777319
1, 6600000, 6.6, 0.546992
1, 6633333, 6.63333, 1.44502
1, 6666666, 6.66667, 0.772482
1, 6700000, 6.7, 0.97258
1, 6733333, 6.73333, 9.75849
1, 6766666, 6.76667, 1.16855
1, 6800000, 6.8, 3.46659
1, 6833333, 6.83333, 0.840092
1, 6866666, 6.86667, 0.898448
1, 6900000, 6.9, 1.78269
1, 6933333, 6.93333, 1.57292
1, 6966666, 6.96667, 5.47631
1, 7000000, 7, 1.61423
1, 7033333, 7.03333, 3.94153
1, 7066666, 7.06667, 5.33409
1, 7100000, 7.1, 0.529055
1, 7133333, 7.13333, 2.34202
1, 7166666, 7.16667, 1.88328
1, 7200000, 7.2, 0.571081
1, 7233333, 7.23333, 3.00014
1, 7266666, 7.26667, 5.76233
1, 7300000, 7.3, 2.13299
1, 7333333, 7.33333, 0.778139
1, 7366666, 7.36667, 1.71651
1, 7400000, 7.4, 2.95218
1, 7433333, 7.43333, 0.415092
1, 7466666, 7.46667, 1.71431
1, 7500000, 7.5, 4.63922
1, 7533333, 7.53333, 1.25123
1, 7566666, 7.56667, 1.15943
1, 7600000, 7.6, 0.355833
1, 7633333, 7.63333, 1.18198
1, 7666666, 7.66667, 1.74852
1, 7700000, 7.7, 1.4865
1, 7733333, 7.73333, 1.58933
1, 7766666, 7.76667, 4.30277
1, 7800000, 7.8, 3.97647
1, 7833333, 7.83333, 3.08344
1, 7866666, 7.86667, 4.4835
1, 7900000, 7.9, 0.079579
1, 7933333, 7.93333, 6.07054
1, 7966666, 7.96667, 1.71452
1, 8000000, 8, 3.09422
1, 8033333, 8.03333, 5.06726
1, 8066666, 8.06667, 2.843
1, 8100000, 8.1, 0.0935644
1, 8133333, 8.13333, 1.43982
1, 8166666, 8.16667, 2.28775
1, 8200000, 8.2, 0.0534051
1, 8233333, 8.23333, 0.821911
1, 8266666, 8.26667, 6.39823
1, 8300000, 8.3, 1.78938
1, 8333333, 8.33333, 3.56532
1, 8366666, 8.36667, 0.814135
1, 8400000, 8.4, 2.45074
1, 8433333, 8.43333, 3.53249
1, 8466666, 8.46667, 0.734013
1, 8500000, 8.5, 1.11299
1, 8533333, 8.53333, 3.97834
1, 8566666, 8.56667, 1.79432
1, 8600000, 8.6, 1.23072
1, 8633333, 8.63333, 2.24945
1, 8666666, 8.66667, 5.19471
1, 8700000, 8.7, 4.49383
1, 8733333, 8.73333, 1.54254
1, 8766666, 8.76667, 4.50609
1, 8800000, 8.8, 0.690635
1, 8833333, 8.83333, 1.25522
1, 8866666, 8.86667, 1.05612
1, 8900000, 8.9, 4.8249
1, 8933333, 8.93333, 3.42777
1, 8966666, 8.96667, 7.6458
1, 9000000, 9, 1.67894
1, 9033333, 9.03333, 1.95798
1, 9066666, 9.06667, 0.163753
1, 9100000, 9.1, 0.198441
1, 9133333, 9.13333, 0.390488
1, 9166666, 9.16667, 2.24154
1, 9200000, 9.2, 7.03163
1, 9233333, 9.23333, 1.45658
1, 9266666, 9.26667, 0.881755
1, 9300000, 9.3, 0.147926
1, 9333333, 9.33333, 3.07177
1, 9366666, 9.36667, 0.457069
1, 9400000, 9.4, 1.44286
1, 9433333, 9.43333, 1.63952
1, 9466666, 9.46667, 0.157351
1, 9500000, 9.5, 1.81789
1, 9533333, 9.53333, 3.29861
1, 9566666, 9.56667, 0.575476
1, 9600000, 9.6, 0.0550821
1, 9633333, 9.63333, 0.992827
1, 9666666, 9.66667, 0.481035
1, 9700000, 9.7, 0.652587
1, 9733333, 9.73333, 0.785992
1, 9766666, 9.76667, 1.87026
1, 9800000, 9.8, 0.773787
1, 9833333, 9.83333, 0.389627
1, 9866666, 9.86667, 4.46981
1, 9900000, 9.9, 0.017077
1, 9933333, 9.93333, 1.9005
1, 9966666, 9.96667, 1.03804
2, 33333, 0.033333, 0.204867
2, 66666, 0.066666, 0.351911
2, 100000, 0.1, 1.14721
2, 133333, 0.133333, 0.602915
2, 166666, 0.166666, 2.03893
2, 200000, 0.2, 3.16689
2, 233333, 0.233333, 0.976187
2, 266666, 0.266666, 3.26961
2, 300000, 0.3, 0.594163
2, 333333, 0.333333, 2.02041
2, 366666, 0.366666, 3.95174
2, 400000, 0.4, 1.9695
2, 433333, 0.433333, 0.123512
2, 466666, 0.466666, 0.694108
2, 500000, 0.5, 0.431592
2, 533333, 0.533333, 3.13365
2, 566666, 0.566666, 3.098
2, 600000, 0.6, 0.42465
2, 633333, 0.633333, 4.50168
2, 666666, 0.666666, 2.61269
2, 700000, 0.7, 1.1909
2, 733333, 0.733333, 1.15648
2, 766666, 0.766666, 0.567141
2, 800000, 0.8, 0.362019
2, 833333, 0.833333, 0.0815584
2, 866666, 0.866666, 2.53823
2, 900000, 0.9, 1.7454
2, 933333, 0.933333, 4.46295
2, 966666, 0.966666, 3.04826
2, 1000000, 1, 2.8322
2, 1033333, 1.03333, 0.466354
2, 1066666, 1.06667, 0.989137
2, 1100000, 1.1, 0.327816
2, 1133333, 1.13333, 1.54626
2, 1166666, 1.16667, 1.70876
2, 1200000, 1.2, 0.28071
2, 1233333, 1.23333, 0.693964
2, 1266666, 1.26667, 0.0833437
2, 1300000, 1.3, 0.451931
2, 1333333, 1.33333, 2.79022
2, 1366666, 1.36667, 3.73348
2, 1400000, 1.4, 2.68409
2, 1433333, 1.43333, 0.515422
2, 1466666, 1.46667, 3.00514
2, 1500000, 1.5, 0.821372
2, 1533333, 1.53333, 3.36664
2, 1566666, 1.56667, 3.97316
2, 1600000, 1.6, 1.04771
2, 1633333, 1.63333, 0.731948
2, 1666666, 1.66667, 3.75099
2, 1700000, 1.7, 5.1126
2, 1733333, 1.73333, 0.793813
2, 1766666, 1.76667, 0.798988
2, 1800000, 1.8, 1.03855
2, 1833333, 1.83333, 3.42812
2, 1866666, 1.86667, 0.247232
2, 1900000, 1.9, 7.83834
2, 1933333, 1.93333, 4.9587
2, 1966666, 1.96667, 4.2141
2, 2000000, 2, 1.60208
2, 2033333, 2.03333, 2.27544
2, 2066666, 2.06667, 0.41843
2, 2100000, 2.1, 1.05901
2, 2133333, 2.13333, 1.64075
2, 2166666, 2.16667, 5.74054
2, 2200000, 2.2, 0.555108
2, 2233333, 2.23333, 0.641215
2, 2266666, 2.26667, 13.5303
2, 2300000, 2.3, 0.797171
2, 2333333, 2.33333, 8.09489
2, 2366666, 2.36667, 6.21627
2, 2400000, 2.4, 1.76251
2, 2433333, 2.43333, 4.39197
2, 2466666, 2.46667, 2.65351
2, 2500000, 2.5, 0.217039
2, 2533333, 2.53333, 0.889635
2, 2566666, 2.56667, 1.9051
2, 2600000, 2.6, 3.51797
2, 2633333, 2.63333, 11.1387
2, 2666666, 2.66667, 0.398523
2, 2700000, 2.7, 0.51701
2, 2733333, 2.73333, 2.9463
2, 2766666, 2.76667, 2.82827
2, 2800000, 2.8, 0.878619
2, 2833333, 2.83333, 1.9722
2, 2866666, 2.86667, 5.77103
2, 2900000, 2.9, 0.663366
2, 2933333, 2.93333, 2.29622
2, 2966666, 2.96667, 1.4576
2, 3000000, 3, 4.89331
2, 3033333, 3.03333, 0.351841
2, 3066666, 3.06667, 3.84127
2, 3100000, 3.1, 0.144949
2, 3133333, 3.13333, 1.62155
2, 3166666, 3.16667, 1.8494
2, 3200000, 3.2, 1.71157
2, 3233333, 3.23333, 0.488893
2, 3266666, 3.26667, 0.4498
2, 3300000, 3.3, 0.966622
2, 3333333, 3.33333, 1.71305
2, 3366666, 3.36667, 8.27767
2, 3400000, 3.4, 1.05856
2, 3433333, 3.43333, 1.50207
2, 3466666, 3.46667, 7.17098
2, 3500000, 3.5, 1.54559
2, 3533333, 3.53333, 1.06865
2, 3566666, 3.56667, 0.566537
2, 3600000, 3.6, 1.05889
2, 3633333, 3.63333, 0.544536
2, 3666666, 3.66667, 0.0176297
2, 3700000, 3.7, 0.818609
2, 3733333, 3.73333, 4.33001
2, 3766666, 3.76667, 4.09848
2, 3800000, 3.8, 5.56586
2, 3833333, 3.83333, 8.25271
2, 3866666, 3.86667, 1.10205
2, 3900000, 3.9, 1.02889
2, 3933333, 3.93333, 9.25168
2, 3966666, 3.96667, 4.65577
2, 4000000, 4, 1.51444
2, 4033333, 4.03333, 0.481495
2, 4066666, 4.06667, 1.86539
2, 4100000, 4.1, 0.573924
2, 4133333, 4.13333, 0.746284
2, 4166666, 4.16667, 0.970355
2, 4200000, 4.2, 0.299341
2, 4233333, 4.23333, 3.32542
2, 4266666, 4.26667, 3.94272
2, 4300000, 4.3, 1.56393
2, 4333333, 4.33333, 0.639227
2, 4366666, 4.36667, 0.344563
2, 4400000, 4.4, 0.116752
2, 4433333, 4.43333, 0.810486
2, 4466666, 4.46667, 1.64134
2, 4500000, 4.5, 1.71267
2, 4533333, 4.53333, 0.80776
2, 4566666, 4.56667, 4.51233
2, 4600000, 4.6, 0.857033
2, 4633333, 4.63333, 0.940839
2, 4666666, 4.66667, 0.0480515
2, 4700000, 4.7, 0.91586
2, 4733333, 4.73333, 2.59726
2, 4766666, 4.76667, 4.25054
2, 4800000, 4.8, 2.31388
2, 4833333, 4.83333, 1.96281
2, 4866666, 4.86667, 1.44785
2, 4900000, 4.9, 1.92501
2, 4933333, 4.93333, 0.362687
2, 4966666, 4.96667, 0.424784
2, 5000000, 5, 1.14639
2, 5033333, 5.03333, 1.16914
2, 5066666, 5.06667, 4.33844
2, 5100000, 5.1, 2.36
2, 5133333, 5.13333, 7.22527
2, 5166666, 5.16667, 0.0482046
2, 5200000, 5.2, 2.25931
